sentiment,text
0,writing about file formats
1,hp clip on now!!
1,bloody @MENTION taking @MENTION 's cherries...
0,@MENTION maybe i will later.....im pooped! i have to clean my house
1,@MENTION yeah - same day as me! saw vamp wknd at leeds last year. can't wait never seen blur but seen @MENTION solo a lot @MENTION
1,got my race number and all my supplies for tomorrow. thinking about a big pasta dinner
1,"@MENTION bd is amazing! and i know - at first jacob seems kinda pushy, but he grows on you. he's only trying to protect bella"
0,epic bad dream. officially freaked out to get my wisdom teeth out on the 8th.
0,"got my socan magazine (society of composers, authors & n(ot know-embarassed!)-""this is how my heart breaks""(rt)-i miss writing my music !"
0,@MENTION oh what a shame
1,"@MENTION hehehe, or you could bring the dough with you. (""pardon me sir, i just need to punch this down and knead it a bit."")"
0,"@MENTION no need to be, by the time i got to work, they'd packed up and were heading home"
0,skype-ing with jimmy...i miss you
1,hahaha. i got to see a couple of mexicans wretle on my front lawn (sorry tony but ur mom owned you).
1,@MENTION i guessed that your children had named them.
0,i need to confess. i made a flavorless london broil tonight.
0,fuck he dnt got his charger
0,what a strangely angry dream! it made me so furious it actually woke me up!
0,"@MENTION monsters just exist in our minds, bf."
1,"alright, laptop is dying, i hope everyone has a great night"
0,iphone apps all set up again
1,a little ws journal and economist on a saturday morning
0,@MENTION wish i could but i am in tacoma
1,is out!
0,i feel really sick
1,"@MENTION - uhhhn, what's that you were drinking? i'm thristy now! your face is like ""haha, i'm so funny"""
1,"@MENTION this is an amazing painting and everything to do with mcfly, please look at it she's amazing"
0,is going home. noone wants to see angels & demons with me.
0,omg they closed mickey d's were imma get my mochas from!!
1,"@MENTION - after a bootcamp, i am sure you deserve to chill those muscles -"
1,"@MENTION hubby thought you were prince john in robin hood last night, told him you were too busy chasing dinosaurs... lol!"
0,think someone has sharted themselves on this train!
0,thinking about my love life and why id i really know what love means!!!!!!!!!
0,in need of a toilet badly z's boys are bullying me. -
0,@MENTION sometimes i don't get your tweets. text twitter is shitty. its phony
1,@MENTION thx feel betaa. ahhhh passing by hot topic. must. hold. self. back!
0,"soooo tired! just wanna sleep , but the lil one is insanely sick!!! so sleep is impossible to get!"
0,wifi for my phone is kinda on and off. i definitely think its damaged. i couldn't update twitter for like 10 hours i just woke up btw.
1,yay! let's all welcome @MENTION to twitter! (@MENTION's better half)
1,@MENTION - congratulations i am delighted that you've won i love you (l)
0,"@MENTION thanks nub, got la roux in my head now make it stop?"
0,*cries( i dont get mtv booo!!! i love you baby <3 always
1,@MENTION hahaha i love it! tell your mom & grandma i said hi! have fun in chi-town
1,awake! let's make plans. i'm off today.
1,so far work is not very crazy. i hope to have a easy monday.
1,back at work after a week long break..
1,@MENTION thanks my little crazy child x
1,800 days yayyy happy june everyone! 18 more days of school!!
0,why was it so incredibly hot last night?
0,"6 days, and i almost pulled the bandage, right off the top of my stitches too. i hate my dorky surgery t shirt."
0,@MENTION hey you! they closed portico na
0,i don't want angelina love to lose the title so soon
1,@MENTION: me too! looking forward to okonomiyaki cooking party. (and plum wine!)
0,is soo drowsy... i hate my meds
0,i'm out of dew
0,.........i can't see my forehead ...
1,for those in the eastern states good morning and those in the western ..time for sleep; good night
0,woke up early my nina is in town so excited to see her. going to the swap meet in a lil!
1,trying something new
1,on my way to newport beach
0,just waking up...im miss my celly
1,"@MENTION haha! confessions was just hilarious!! i just lovedd it! but honestly, the book was wayy better. it was a good movie."
1,block party!! @MENTION who needs ls1 when you got an ipod and some speakers!
1,@MENTION woo hoo! same here except i'm supporting mas and rai
1,"the fact that next to normal @MENTION me is going to make my month, just so you all know."
1,@MENTION ha ha ha.. haven't seen sify in ages
1,just came back from bugis w/ my beloveds!
0,going to work until 7:30. ugh.
0,@MENTION i think you should do it. think about those poor kittens.
0,@MENTION
0,waiting on these health insurance folks to tell me about the change in our policy boring!!
0,is on the way back home from dropping dad off at the airport and has almost finished listening his audiobook
0,@MENTION ... my straw is missing on my juice box
0,"@MENTION thanks but like all this time i couldn't wait to get out and now i'm actually thinking ""wow it's all coming to an end"
1,@MENTION i have lion king and aladdin but they r on vhs... lol
0,the babe is sleep. back to project planning
1,says good morning
1,steel panther yayy
1,@MENTION i actually went a full year without any type of cable. it can be done.
0,i'm home. i'm sick. today i don't go to school.
0,"behind on my squarespace updates 8 days before i fly across the world. squarespace, please give me a better way to k.i.t with friends!"
0,i find it so hard to watch sub-titled movies nowadays. am i getting dumber??
1,uploading pictures to bebo and hoping that i get to go with amie for a while xd sixteen in seven dayss
1,"@MENTION yes, those business card designs are pretty rad. makes mine look lame. that site is one of my favs"
1,@MENTION thinking of changing the game up alittle bit
0,i wish i could have cosplayed...
1,text messaging during exams is wrong. not really
0,can't be more excited! missing everyone
0,@MENTION long time to ge on hold lol i was told 10 days + also had 2 have a credit check because i'm a new customer and trading <1year
1,@MENTION life's good. i never quite revved up (re: work) after penang - now counting days until i go back to uk. screw websites!
0,oh: fml. just woke up. see you guys around 2.
1,"@MENTION ""just announced: hadouken! on sale this friday at 9am!"""
0,@MENTION send me somethin pleaseee
1,watching last nights @MENTION
0,caant go back to sleep
1,@MENTION yup.
0,@MENTION @MENTION @MENTION @MENTION @MENTION @MENTION i've tried simmering them in vinegar solution and soaking them in conditioner
1,@MENTION i'm in a stamping kind of mood thanks to @MENTION. i'll be creative that way today.
1,@MENTION i'm glad. you can thank mylifeisaverage.
0,just updated my iphone but i had to try 25-30 times trying to connect to itunes store before the phone was running again
0,omg these paint fumes are destroying my breathing
0,just got back from the city. broke as now school 2moro ( exams in 2wks ((
0,@MENTION what is the feeling there after the announcement?
1,@MENTION glad to be followed. i luv alternative comics.
0,grrr - approaching empty battery mid-session situation again despite long life battery... mlib09
0,is at starbucks by himself
1,@MENTION we just got auriaya down. consistently downing 2 more bosses each week. progression is good
1,@MENTION make it from scratch. i remember some birthday or something of yours where your parents let us each make our own custom pizzas
1,writing a new song hi melissa!
0,girl on 174 is hot. she turned and looked at me. twice. i never style my hair.
0,eating magnum to cheer herself up
1,"@MENTION hmmmm ""tee times"" ....please join me for some ! followfriday ?"
0,i feel like shit. goin 2 sleep very soon
0,"if only i could be like them ,"
1,@MENTION good luck with the interview
0,"better get to bed - cross country run in the morning, work from 1-5 and 7-9"
1,"@MENTION oh cool! thought you might want to, seeing how you both are in the djing biz."
1,haha im watching ben stiller and jimmy kimmel on tv talking about twitter. thought it might be worth my own tweet
0,"@MENTION send some kind words to @MENTION, she got attacked by a pavement today"
0,@MENTION omg why is she leaving
0,wooooooooow the next week is gonna be long i have like 9 tests :'( wish me luck
0,ive replied to david like 10 times..nothing
1,- hollywoof - modify event details - dele... - done no need ...
0,"i want to do obscure things in front of a camera today, but don't have the time mood: creative an quiet."
0,thinks it's gay i can't find brian on here
1,@MENTION nope.. the same one i don't know if i'm sending you this tweet right but i'm trying here. you should've put on sun block!
1,@MENTION the best toll road ever!
0,photo: novusnovendo: eyecandy + live = like a stripclub! only he keeps his clothes on but he can take them...
0,is sad i have to go back to cleveland for a whole month::: .... why meeee
0,@MENTION that pretty much sucks....
1,@MENTION thanks
1,"work, then day off tomorrow, and hanging out with some of my favorites"
0,feels sad this afternoon can't believe it's still another 13 days to go
0,sick sick sick sick. nothing to do; this absolutely blows!
0,omg there isn't just one but 2 big spiders in the bathroom marcus isn't back until 10 noooo!!!
1,i love hailey cap to death
0,"ugh, i'm up at 2:30am because i'm coughing so hard i can't sleep"
0,chinese food alone it is
1,@MENTION when you want me to call you boo
0,@MENTION i know its seriously crazy
0,"@MENTION yes. yes, i do."
1,@MENTION good for you! i can help u reach people online + promote your work. check out feedback form:
0,a d or and e??? my compre sucked
1,@MENTION thanks eric that makes me feel all warm and fuzzy in side nighty night all @MENTION you were hysterical in that video
0,"@MENTION lily, you staying up late and watching telly. they took away my comedy night on bbc america! i'm so pissed off about that!"
1,@MENTION i hit my limit on twitter tonight too... a first for me
1,just felt to tell you that we're meeting under the scoreboard for peectures
0,aw my stomach feels terrible 5am zzzzz
1,@MENTION can't wait to see you guys in memphis!
0,@MENTION but my stomache hurts . . lol put it in a thermos
0,had a much too short visit to tuscaloosa today
1,@MENTION ok thanks. if only it was 2 or 3 then i will be happy
0,@MENTION do i know. i cant cook to save my life. eh yeah i got luther's miss call but i was out and i left my phone at home that night!
0,who wants to go with me to beach chalet and cry? sigh.
0,. they might think wrong about me
1,@MENTION....hmmm! still trying to figure out what they really want? confusion seems to engulf so many of u guys!
1,third graders give amazing compliments
1,@MENTION this is what happens when my phone won't auto correct your name.
1,"getting ready to eat some soup delicious chicken noodle mm mm good! actually, scratch that cause its not campbells, its lipton"
0,back from michigan! i didn't miss the internet at all. i wanna go back
1,"@MENTION yeah someone did upset me tbh and it weren't that cricket, even thou it was shit!! yeah fingers crossed x"
1,"wow, what a day completed the chiltern 100. basically 70 miles of hills took me a while to do it but i completed it in 5:36. very chuffed"
0,"relaxing, i think i'm getting a cold"
0,sitting at valley ....my hummer has a boo boo
0,oh crap that means no shoes or hair stuff or jewellery for formal. and no jonas posters for a full month+ and no wii!!! aaaagghhh
0,"aftee. waah, d aq mkpagcomputer. [phplurk.com]"
1,@MENTION you gotta make it your own
0,no one is following me i am talking to myself here 2x
1,"the sun is still out and is still shining nicely been stuck in work all day.. did sfa for the last 3 hours, cept play with a kids toy.."
0,"@MENTION no more, i promise *hugs*"
1,so excited for up! i'm such a kid at heart
1,i want some pizza.. and a beer... then ill smile
0,oh...i should eat a pony.
1,do i hear thunder?
1,@MENTION i have chocolate and peanut brownies with coffee
0,@MENTION im really sorry my love.
0,dont want to revise physics
1,@MENTION whats up ?
1,omg.. britney spears is following me!!!! ekk.. i feel so special!!!
1,@MENTION your mom sure is surprising. do load on on vit c before u leave
1,im a premium member of picnik now and couldnt resist being a member of flickr premium too. still satisfied
0,really wanna go play in the thunder storm
1,@MENTION it gets better
0,"still learning my way around on here, still can't figure it out!!!"
0,@MENTION lucky! i want to be having fun with you in seattle right now come visit me at gandhi's sometime with your posse
1,"@MENTION yeah, we get told that all the time ahahaa"
1,it seems that a little rectangle could do a lot of difference e3
0,@MENTION yeah i know i am a little bit of a winey baby but come on it's just not fair is it
1,@MENTION i think it's something to to with his name being matt segal.. he's probably a wee bit porky though as well!
0,"just saw the latest bremner, bird & fortune and i thought ""satire done right"". now sad about the way it's done in its birthplace -greece"
0,"this is so v.v.sad... 44 beached whales euthanised in cape, south africa"
0,wth do look at old pictures from 8th grade & early 9th grade!? it just makes me depressed
0,"@MENTION nooo, it's the other one! that's the only name i can think of too"
0,eating breakfast with kolby before he leaves for colorado
1,"@MENTION working at 5am on a saturday? ok, i wont complain any more about the lil guy waking me at 6."
0,is jealous of paul's blackberry storm
0,"right on with work cant concentrate at all today, again)"
0,"@MENTION do you guys order in mags especially for customers, have emailed via the website but no-one responding to me"
1,@MENTION well thank you...you too
0,not happy about the last day of spring break.
1,@MENTION i really do & i wasn't saying that as a negative thing. it's just a well-known fact ;)
0,hangin with jose for like 20min
0,why?(u) :'( pffffff :'(
1,sending @MENTION good vibes .... just because
0,"@MENTION im so sorry i didnt make your grad party tonight. i wanted to, but i had to do the family thing during that time"
0,self quarantine sucks. i want to see my friends!
1,"its okay. i love rainbow dduk haha mmm, im never gna lose weight haha"
0,misses mr. hollinger. misses callin him hubby more than anything
1,@MENTION the one and only
1,"@MENTION ah, but from your lips to his ear..."
1,"@MENTION i know right? its the biggest football game of the year, the fa cup final, we've won it 7 times"
0,i really wanna go to the gym today but i can't find my pass.
1,just friends one of the best films its up there with twilight
0,@MENTION huhuu miamiii.. my-a-my.. supposed to be my o my lol rawwrrr!!
1,@MENTION let me. know if u get picked for the book drive!!
1,@MENTION hey hooch! welcome to the twitterverse
1,trying to get back into the swing of things after florida.
0,"praying for my cousin brad...found on the floor unconcious and not breathing, they're on their way to the er. i hate being so far away"
1,@MENTION the universe sent that sign just for you.
1,"@MENTION yep, sundays *are* slow for webcomics. but i updated with a new strip today:"
0,@MENTION i was out eatin/drinkin/chillin--damn i feel like i just got in trouble *hangs head*
1,good morning! checking on all accounts. 7:33 am.
0,@MENTION yeah...but i do miss the hair...it was my trademark
1,"@MENTION one out of billion ,trillion ? good luck !"
1,check out bar refaeli's sl video
0,my computer has a virus wat am i gonna do
0,i wrestled that chaco taco out of his poor little boy hands. sorry
0,@MENTION it is for me too
1,"@MENTION dad wants the computer. i'll see you tomorrow. fun experience, yes. night. x"
1,@MENTION screw clones. when me or @MENTION win the powerball were going to buy him and make him our cabana boy
1,@MENTION sounds yum! i think i'll pop in as i have the day off work
1,"come visit our maternity & breastfeeding department! all moms businesses and blogs, all the time!"
1,"well done julian, you were good susan is gonna win, i can tell"
1,"@MENTION explain ""aor"" for us old folks haha"
1,tired from the dance !! off to bed. ugh it better not be raining tomoro): goodnighttt toga pictures tmrro!!
1,thank you so much for the followfriday love @MENTION @MENTION @MENTION @MENTION @MENTION @MENTION
0,@MENTION not if babybun isnt born yet! will probably have to go afterwards though
0,"@MENTION why are you at work, i'm bored"
0,woke up with sore foot great
1,@MENTION lol im sure @MENTION prefers women with a fuller figure anyway...we curvy & thats better than bein skinny! @MENTION
1,"""iôøωve been thinking, the mighty boosh should make a movie."" -"
0,looking for my lost cat
0,@MENTION thnks! sry wasnt by my phone when u called but i wouldntve been able to talk anyways b/c i have zero voice!
0,@MENTION i miss you boys living in abilene
0,i have a headache! no tylenol or anything either mike will be home in an hour and 10 minutes yay. hopefully he brings some corn nuts.
1,"@MENTION hey nick,what r u doing right now? please reply lol"
0,@MENTION did david not do waiting for yesterday and my hands tonight?
0,@MENTION it says that page doesn't exist!!
1,@MENTION be blessed sheila!
0,ok so im finaly leaving & going home!!!
0,"@MENTION the compression is quite low, so only has another 4000m in it. makes sense to sell it now when it is actually running"
0,really wants muse 2 come play in australia like!! oh. they have listed the latest tour dates -everywhere but.! excuse for a holiday??haha
0,just got off work... everyone left me here in hell paso. please save me
0,i don't know what to do !
1,finished the video will render + upload tomorrow
1,@MENTION im blessed to b shopping n spending time wit the hubby...gon watch terminator
0,didnt get my car yet
0,took a really sweet pic with my sonar sx-70 polaroid. also got comfy in bed then realized i needed laundry done
0,great great night. ready for bed. waiting for juno to get the fuck off the couch and take me home
0,lost my earbud fro earfone grrrrr
0,so wish i could go to ravens training camp this year
0,never got watermelon delivered to me in bed. shitty service
1,church this afternoon and then gawai eve dinner. gonna proudly wear the ic bracelet. today.
1,"@MENTION @MENTION sorry for being emo! yes kimmy i remember, that was funny"
1,@MENTION that movie got me excited for vegas again. i can't wait!! im so excited!! it's only a couple months away!!
1,@MENTION thanks
1,when are we going to sweden again...?? haha
1,@MENTION dont feel so bad i have no clue how to send a direct message either..
1,@MENTION my pleasure
1,now following @MENTION on @MENTION 's recommendation. must be a good guy . his name is robert!
1,@MENTION holla @MENTION r u enjoying the waffle house?+g+wanna send a pic for those who cant see ya ;) that would b fab^^ love ya
0,'s head aches.
0,i miss my boyfriendddd damn
0,@MENTION willow bend i just left i'm about to do kalyas hair
1,"@MENTION i'm wonderful, how are you doing ?"
0,look @ all the sweet little puppy dresses! wish i had a sweet little girl to wear one!
0,@MENTION ow can i have ur baby?? ajajajajajaj hows the little nut doing?
1,thinking about what the lord has done in me how incredible it is that jesus would die for us while we were still sinners
1,"@MENTION well, stop it! something i struggle with daily, is knowing that regardless of circumstances, we can choose our emotions."
1,@MENTION now its ur turn to take his advice
1,"@MENTION damn ,, i want to know do you have other clues? ^^"
0,@MENTION i don't have the converter for you
0,"oh, rafa i guess yay for @MENTION though?!"
0,@MENTION are you leaving us then?
0,wishes she had stayed in bed this morning
0,school has ruined me so much that i don't even know how to sleep in anymore
0,only just realised that its not twitterberry that i have on my phone...
1,tell me your most viewed website tellme.
0,@MENTION i'd be a beach bum best friend with you any day!! damn bills!
0,john mayer twitters alot! lol omg im so knackrered
1,only one more week of uni left... then roll on summer ..
0,well riding yesterday sucked fullmetal alchemist marathon. going back to my otaku days...
0,just found out from the guy who cuts my grass that a big oak next to the road fell over & took out my fence. oh well.
0,"@MENTION you should read up on dreams about losing your teeth, my roomate used to have them and apparently it was a huge deal"
1,always a good night when you get a little al green in the mix
0,i feel super-lazy. i need to be more productive.
1,has had a good coupla days i couldn't ask for a better best friend and boyfriend.
1,@MENTION lmao i know huh? so whats good wit you?
1,@MENTION haha
1,off to italy!!!!!!!
1,@MENTION haha awesome! i can't wait to see it
0,good morning everyone...i don't like the weather cause cause i don't like the rain....
0,@MENTION i wanted to get a pic but the light turned green
1,@MENTION loll why din register one?? hahaha! still can register now for the fan pack
0,@MENTION im in the same boat. trying to sleep last night was a supreme waste of time.
0,i can't find my camera.
0,"@MENTION i havent seen that...i need too me thinks! i heard a rumour that they were making anchorman two, but i guess not"
0,awake at 7 again!!
1,"fun fact i've learned: don't piss off a musician, write a song about your break up... they'll only come back with something worse."
1,you. me. now
1,thinks its lovely that out-of-the-blue a memory comes to you that you'd completely forgotten - and it makes you happy
0,some how all my shit got deleted on myspace super pissed! now i gotta fix it and it will take forever.
1,loves that it was so easy to find a starbucks in virginia!
0,i swear i'm gonna pass out at work today! 4 hours of sleep!
1,"@MENTION, thanks!"
0,did i revise? did i fuck...im gunna fail
0,i hate how people grow apart but such great memories
0,"first day of summer, and im already bored and have nothing to do"
0,sittin at home with my hair did with nowhere to go squarespace
0,such a lovley day and where am i ? stuck in a stinky office till 8 pm
0,@MENTION i know. i wish i had money. ha.
0,says can't access (plurklayout)
0,@MENTION no fair...this phone lets me do everything i wanna do...except see live streams
0,@MENTION sorry to hear about your car.
1,"@MENTION me neither on giving up coffee!! thanks for the fbck on my blog design gina! appreciate it! stay tuned, new post almost out!"
1,@MENTION little louisa is number 3 trying to get number one! xx
0,"i kinda feel disappointed toto, i've got a feeling we're not in kansas anymore"
0,@MENTION i'm sick come take care of me? hee hee
1,@MENTION if you're going to bbq on gas you may aswell be cooking inside! where's the challenge if you know the food will cook properly?
0,"trying to do my cartoon story book of "" super @MENTION and @MENTION"" for photography and my macbook keeps stuffing up hahaha"
0,@MENTION it's alright man
1,@MENTION i am downloading season 1 as we speak. yes please! i'd like to have six feet under on my zune before i go to texas.
0,in science class right now... urgh... stupid project.. don't wanna go to track after school! too tired! lol
1,"p: hey! that's my city! nice shots, and sorry for the bastards at the airport, such a shame..."
1,@MENTION good luck bro!
1,brm brm brm
1,"bollox @MENTION hey, you followed first ok! d thing didn't work"
1,is working tirelessly on a sunday evening for all you fly-mommies... more new posts this week!
1,"@MENTION the drs seem to think everything is under control. unlike his mom, they aren't freaking out at all."
0,"another day, another 50c... every wonder why you're doing what you're doing.. must be more to life than this ... surely"
0,has a cold and feels like shit
0,"i hate late night phone calls, it's always always always bad news."
1,@MENTION thanks! i will succes met je website!
1,@MENTION glad to hear it. nice to see u.
1,@MENTION awesome! i can't wait for your cd!! i love listening to your music while i am driving!
0,hmmm going to be missing our best healer and best dps sunday~ hopefully enough for a few yogg tries.
0,my right hand is ache
1,i need to have a little chat with 6am and let it know that it entirely too early for me to be waking up. time to start the day!
1,@MENTION @MENTION all good ideas! i'll be on a plane when this occurs so i'm sure you all will come up with something great
1,"@MENTION it's possible some may be feature limited, but i've no idea. don't take my word as complete truth"
0,thinks all life is sacred and precious!! and is saddened by what happened in wichita this morning
1,@MENTION hop on the texas baseball bandwagon
1,"really like twitter... someone's twit is bound to make me smile... super thanks, twitter!"
1,"i don't like my hair just now, hopefully it'll get better for tuesday, i'm soo excited. i'm having a fat day today, making some popcorn"
1,summertime
1,might go see demi & david with adrienne!
1,"@MENTION - if u wanna see more beautiful beaches, come visit my country"
0,@MENTION seven seconds! shame about the clutch problems i was waiting for the burnouts
0,"finally off to bed, my sunburn still hurts"
1,"@MENTION they sure do. more than 40,000 to boot!"
1,"@MENTION yeah buncha drunk refs in turn 1 yelling ""let them ref ..let them ref"" that was us"
1,"very bored as of now, im glad to have gotten my french final done"
0,southern miss lost to texas last night in the cws in the worst possible way. a ninth inning walk to win let's hope they win tuesday
0,good monday! i'm having a bad/sad monday hoping it gets betterrr! wallowing in sadness is so unattractive! lol. i've got 2 get it 2getha.
0,@MENTION awh i've only lost 1 of my 4 grandparents... but the pain is still unbearable. but it's all part and parcel of life :/
1,@MENTION i love overcast days...what does that say about me??!! lol twittering all day for u!!
1,@MENTION his teeth are adorable
0,@MENTION how looooooovely are you! i knew the ppl would love to see you playing
0,nails & toes done!! yay!! i miss kyle
1,eating mangoes!
1,@MENTION they came by dhl. so quick! i wasn't expecting them until monday
0,"@MENTION dude, fyl"
1,@MENTION too flaky? interesting. care to explain more?
0,@MENTION toooom why you never ever replied to me? did you read at least? xx
0,"@MENTION no, cos none in scotand and mum wouldnt let me go to england (n) you? xx"
0,@MENTION stop puttin up tweets like that! lotioning ur thick body and all that good shit. thats an overkill tease tweet.
0,guess were not going to warped this friday
0,why am i home right now...
0,"i enjoy and produce for words and photos.. but not music. i can hit guitar and make some organized noise, but can't claim that i play it"
0,@MENTION no fair! belgium can't have no spotify what was it? ger
0,@MENTION wow i will watch it when it reruns
0,@MENTION i can't too broke to get new router. need to fix fridge and car first lol
0,no fossil hunting for @MENTION and i.
0,hmm didnt even get a smile or a hello quite unusal not! omg i proper fucked it all up yesterday
0,i have a realy bad headache!
1,it's a good day. maybe i can go to adamzz?
0,is depressed.
0,i think my anemia has returned my body really hates me.
1,"- fish pile. salmon, halibut, chinook caught by my dad and his friends! fishing fish"
0,went home during lunch to gt the iphone 3.0 update; was not available yet will have wait till 5:30 now
1,- i forgot about this handsome guy.. michael vartan
0,@MENTION yes!!!! gone too soon
1,@MENTION it was great!!! you guys looked like you had a ball in hawaii
0,missing my little lovebug
1,@MENTION mon ami since 5 years young i loveeee her. foreverrr
0,migraines suck. about to go volunteer at a dog fashion show. hahhaaa
1,@MENTION damn straight it is! who needs qualifications when you've got a nice colour to your skin
1,playing ts3 on my phone!!
1,@MENTION watch the curious case of benjamin button that always puts me to sleep
1,just saw my first lightening bug this summer!! summer is officially here!!
0,"@MENTION because i'm done with this sh- mark tomorrow morning, gotta stop fb/twitter/bloggin"
1,i joined here because of him.. lol !! nacancel nmn ung kay kim..
1,"many congrats to the kimmels beautiful wedding, great times"
1,@MENTION don't worry overmuch about followers. do your own thing. followers will follow you for you.
1,mmm.... pb&j for lunch!
1,"goodbye twitters, till tomorrow afternoon"
1,@MENTION getting some work done
0,i fell asleep instead of making my rad playlist
1,givesmehope.com; i cried
1,sitting with josh signing up to twitter!
1,"@MENTION if you do a search for twhisky, you'll be able to check out our tasting/review of several different blends from friday night..."
0,bugger! rac can't fix it so it's now in the dealers. i wonder how much that's going to cost
1,maths was very easy
0,@MENTION u so funny but u right! i like bsb but im not as fan than u i love much better tupac & tlc..2 bad they're not singing anymore
0,somebody make me do my things. im so tired.
1,mmm coffee time. starbucks is my friend!
0,since i'm def going to co for david byrne and we are driving.... guess no bte and tyrone. love being on the road though!!
1,"good afternoon, everyone. hope everyone's having a good day."
1,@MENTION let me go to auditions plz kthx. (i'm going to be complaining and whining about this until even after auditions)
1,@MENTION do you have any vice/sin quotes to share? (thx for the retweet!)
1,"swim nowwwww , with heyreeeee parkoooo"
0,i tried to give blood today but was rejected oh well maybe next time!
0,"well grandkids can't come up to visit now, we'll have to go to them again, not the same was really looking forward to it. life got in way"
0,at home very bored
0,nighty night everybody! i have to get up early to go see my sister before she has to have a camera shoved down her throat. poor baby
0,...bout 2 go2 sleep 4 like an hour n get back up a 5:::...2 get dressed...:::smfh...tiired &| ugh
1,@MENTION he's cute!!! lol
0,"@MENTION - damn, you gotta send love my way!! i'm feelin' neglected since u answered @MENTION! i send ya stuff constantly!"
0,fucking vital ain't working...cant get any presentations off the internet to revise from
1,its so cold in here ;___; and i dont have this fucking hot bags -.- ah! jackie big tits
1,@MENTION woop! i'll create a sample one and send it your way now
1,just watched some footage from the @MENTION epic sleepover xd funn timezz <3333333
1,hmm. enjoying my afternoon. for one day it's not hot and humid
0,@MENTION why freak out?
1,"@MENTION fuckin better have been life sized .. i mean, come'on ... he's a big guy... runnin from little tacos??? i think not! lol"
0,@MENTION i dont feel pro right now fukkin hung ovr.
1,@MENTION it's the dot dot dotness that counts
0,out shopping for a new fax machine...mine just went out.
0,@MENTION damn! u must have alot!!... ive won nothing my mum or dad havent won anything this month either.. 1 always usually does!
0,sat at college bored wid no work 2 do
1,@MENTION aahhha really enjoy your music & hopefully you visit brampton real soons (yn)
0,@MENTION same....the hero is hottttt. too bad its gsm
0,of course its sprinkling when i just washed my car! lame!
0,"wishing sleep would find me. social media experts, i'm going to need help in the next few months - for my job. pls reach out to me. thx!"
1,@MENTION - can u share your italian buttercream recipe w me? molto piacere ollie's bday is coming up!!
0,sorry for not tweeting often right now... exams are coming up and a have to study
1,"sorry i decided not to do any followfridays this week, there are so many going on out there anyway that you don't need mine as well"
0,"@MENTION what are the new bsb tour dates? i am only gonna renew my subscription if they are coming here to get tix lol, i am poor"
0,can't upload my pics *sob*
1,and i'm out this muthaf*cka!! g'nite twiggas
0,"game design student (ba creative computer games design, swansea metropolitan university), pc gamer who can't watch e3, makes me bitter."
0,- this is totally photoshopped lets stop this!!
1,good morning...the sun is shining the tank is clean & 2days da day we get... i watched finding nemo last nite >>won-for-tree-seben<<
0,does not feel like going to class 2day..
0,i'm hungry & ain't nuthin here at da crib & i ain't got no money damn
1,yes! i got a lot done today again! music is wonderful...
0,im a bad twitter
1,- you're welcome
0,i got gipped by my nike+ today. i ran 3.5k. it logged me for 1k. i wish there was a way to correct it. apple fail
0,"@MENTION <sigh> another day , still didnt get my corn comment on the air (kiddlive live > )"
1,heyyyyyy @MENTION ... kick rocks for not following me yet! there's the reply
0,@MENTION and i also have my huge student loan which is like $15000 at least i needs a job up here.
0,pre-game at taco mac. they are out of corona.
0,i have to do schoolwork.
0,"all this talk of buttershots has me wanting some! maybe i'll have a small bit over ice, i haven't had any since faire."
1,@MENTION that is true. it's up to their discretion. being nice to them also helps. so far i have not been turned down ;-)
0,"i want to go clothes shopping so bad, but no money to do so"
1,"@MENTION that, sir, was a thoroughly enjoyable show. thx for being back in portland...& for including bird never flies"
1,about to see the hangover with @MENTION. story of my life
0,"@MENTION no, i didn't..."
1,aww she's wearing plaid today too!
0,"my sunflower is dying btw, chopin is pure genius."
0,is going to miss ttalking to jessica when she goes to belgium & france
0,today is gonna suck. not much signal so no twitter or facebook this afternoon.
1,"@MENTION most times that we go to the zone, i have more fun outside too! usually only enjoy the zone if i'm really, really drunk"
0,google search is down too!! i think this is a short-sighted premonition of the inevitably and unexpectedly near apocalypse...
0,omgod i'm soooo tired i don't think i have the energy to film today lol
1,"@MENTION that i couldnt tell you but since i'm still up, you should entertain me"
1,"@MENTION jlaw! i miss you! have fun in germany, take lots of pictures and put them on twitter"
1,@MENTION shurrup!! shhhh shh!! ;-) don't need to know about my ulduar holy paladin nor my other 80s shhh
0,my mom just left. my son is standing on the balcony calling for her. poor little guy
1,"@MENTION wooo, barcelonaaa, oasissss, roskillldde.. i'm not involved in the others so i'll leave em out"
1,@MENTION i'm a cereal girl
0,i wanted to go see mitchel at the grove but i have to do laundry
0,@MENTION it shouldn't have broke in the first place! stupid microsoft. they can't make crap without it being junk quality i miss it
0,"@MENTION i wish i could watch, somethin is wrong with my flash player!"
1,@MENTION i'm not sure what to think of her!
1,@MENTION format factory for pc or zamzar on web...
1,yaaay - getting ready to go to the park with my sweet cheeks!
0,fell asleep while waiting for rocko's good night..
1,@MENTION i know but as i said before: nothing makes me happier than a fridge full of food and a full gas tank.
1,@MENTION he's shitzuuuu. my pretty poodabutt. he's staying over a friends house tonightt. doggy sleep over.
1,@MENTION its more like morning than night
1,on facebook
1,gus macker bball tournament downtown morris today....goin to watch my friends kick some bootay!!
0,@MENTION it's better then typing up a disciplinary invite letter
0,i doubt either will happen... i never win anything squarespace
1,@MENTION hilarious.
